Negara,Tahun,Jenis_Kelamin,Umur,Jumlah_Bunuhdiri,populasi,Bunuhdiri_per100kpop,GDP_perkapita_usd,Latitude,Longitude,Benua
Albania,2001-01-01,male,25-34 years,22,206484,10.65,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,male,35-54 years,34,378826,8.98,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,male,55-74 years,11,196670,5.59,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,female,75+ years,2,47254,4.23,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,male,15-24 years,10,256039,3.91,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,female,15-24 years,9,271359,3.32,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,female,35-54 years,12,370191,3.24,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,male,75+ years,1,31044,3.22,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,female,55-74 years,6,189799,3.16,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,male,5-14 years,6,321556,1.87,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,female,25-34 years,4,222771,1.8,1451,41.31666667,19.816667,Europe
Albania,2001-01-01,female,5-14 years,2,307356,0.65,1451,41.31666667,19.816667,Europe
Albania,2002-01-01,male,75+ years,4,31007,12.9,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,male,25-34 years,23,206286,11.15,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,male,35-54 years,35,382139,9.16,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,male,55-74 years,13,198130,6.56,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,male,15-24 years,15,263067,5.7,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,female,15-24 years,14,275970,5.07,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,female,35-54 years,15,375113,4,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,female,25-34 years,7,223685,3.13,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,female,75+ years,1,47407,2.11,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,female,55-74 years,4,191712,2.09,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,female,5-14 years,1,304850,0.33,1573,41.31666667,19.816667,Europe
Albania,2002-01-01,male,5-14 years,1,319473,0.31,1573,41.31666667,19.816667,Europe
Albania,2003-01-01,female,75+ years,6,49088,12.22,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,male,55-74 years,16,201520,7.94,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,male,35-54 years,28,386196,7.25,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,male,15-24 years,15,273235,5.49,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,female,15-24 years,14,283709,4.93,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,female,55-74 years,9,195699,4.6,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,male,25-34 years,9,205433,4.38,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,female,25-34 years,9,222941,4.04,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,female,35-54 years,13,381760,3.41,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,male,75+ years,1,32667,3.06,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,male,5-14 years,4,313204,1.28,2021,41.31666667,19.816667,Europe
Albania,2003-01-01,female,5-14 years,0,298477,0,2021,41.31666667,19.816667,Europe
Albania,2004-01-01,male,75+ years,4,35526,11.26,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,male,35-54 years,39,391767,9.95,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,male,25-34 years,16,203938,7.85,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,female,15-24 years,20,292268,6.84,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,male,15-24 years,19,286768,6.63,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,female,75+ years,3,50970,5.89,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,female,25-34 years,11,222389,4.95,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,male,55-74 years,10,207202,4.83,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,female,35-54 years,17,391436,4.34,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,female,55-74 years,3,203841,1.47,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,female,5-14 years,3,286705,1.05,2544,41.31666667,19.816667,Europe
Albania,2004-01-01,male,5-14 years,1,302181,0.33,2544,41.31666667,19.816667,Europe
Albania,2005-01-01,female,15-24 years,0,281922,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,female,25-34 years,0,190745,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,female,35-54 years,0,386513,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,female,5-14 years,0,276559,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,female,55-74 years,0,210998,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,female,75+ years,0,53191,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,male,15-24 years,0,281675,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,male,25-34 years,0,177519,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,male,35-54 years,0,380242,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,male,5-14 years,0,291367,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,male,55-74 years,0,214118,0,2931,41.31666667,19.816667,Europe
Albania,2005-01-01,male,75+ years,0,38471,0,2931,41.31666667,19.816667,Europe
Albania,2006-01-01,female,15-24 years,0,283138,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,female,25-34 years,0,186391,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,female,35-54 years,0,388746,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,female,5-14 years,0,267316,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,female,55-74 years,0,215907,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,female,75+ years,0,56011,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,male,15-24 years,0,286679,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,male,25-34 years,0,174092,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,male,35-54 years,0,379076,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,male,5-14 years,0,282678,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,male,55-74 years,0,219360,0,3235,41.31666667,19.816667,Europe
Albania,2006-01-01,male,75+ years,0,40782,0,3235,41.31666667,19.816667,Europe
Albania,2007-01-01,male,75+ years,8,42366,18.88,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,male,35-54 years,29,378626,7.66,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,male,55-74 years,14,224160,6.25,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,female,75+ years,3,57404,5.23,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,male,25-34 years,9,172494,5.22,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,female,15-24 years,13,281080,4.63,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,male,15-24 years,13,288349,4.51,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,female,25-34 years,8,183629,4.36,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,female,55-74 years,9,221120,4.07,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,female,35-54 years,14,391811,3.57,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,male,5-14 years,4,272497,1.47,3863,41.31666667,19.816667,Europe
Albania,2007-01-01,female,5-14 years,0,256808,0,3863,41.31666667,19.816667,Europe
Albania,2008-01-01,male,25-34 years,21,172855,12.15,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,male,35-54 years,37,377119,9.81,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,male,55-74 years,21,228672,9.18,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,female,75+ years,5,59369,8.42,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,female,15-24 years,20,276073,7.24,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,female,25-34 years,9,182663,4.93,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,female,35-54 years,19,393832,4.82,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,male,75+ years,2,44574,4.49,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,male,15-24 years,11,286702,3.84,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,female,55-74 years,7,226448,3.09,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,male,5-14 years,7,262464,2.67,4672,41.31666667,19.816667,Europe
Albania,2008-01-01,female,5-14 years,1,246288,0.41,4672,41.31666667,19.816667,Europe
Albania,2009-01-01,female,15-24 years,0,270003,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,female,25-34 years,0,182712,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,female,35-54 years,0,394286,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,female,5-14 years,0,236174,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,female,55-74 years,0,233302,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,female,75+ years,0,61582,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,male,15-24 years,0,283448,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,male,25-34 years,0,174955,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,male,35-54 years,0,374365,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,male,5-14 years,0,253007,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,male,55-74 years,0,234570,0,4387,41.31666667,19.816667,Europe
Albania,2009-01-01,male,75+ years,0,47331,0,4387,41.31666667,19.816667,Europe
Albania,2010-01-01,male,55-74 years,20,241852,8.27,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,male,35-54 years,20,371611,5.38,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,male,25-34 years,9,179720,5.01,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,male,75+ years,2,50767,3.94,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,male,15-24 years,10,279508,3.58,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,female,25-34 years,6,183579,3.27,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,female,75+ years,2,64415,3.1,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,female,35-54 years,12,394593,3.04,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,female,55-74 years,7,241491,2.9,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,female,15-24 years,6,263581,2.28,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,female,5-14 years,2,223969,0.89,4359,41.31666667,19.816667,Europe
Albania,2010-01-01,male,5-14 years,0,240939,0,4359,41.31666667,19.816667,Europe
Antigua and Barbuda,2001-01-01,male,35-54 years,2,10281,19.45,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,female,15-24 years,0,6902,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,female,25-34 years,0,8425,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,female,35-54 years,0,11402,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,female,5-14 years,0,8428,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,female,55-74 years,0,4037,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,female,75+ years,0,1487,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,male,15-24 years,0,6084,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,male,25-34 years,0,7071,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,male,5-14 years,0,7958,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,male,55-74 years,0,3442,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2001-01-01,male,75+ years,0,980,0,10468,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,female,15-24 years,0,7196,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,female,25-34 years,0,8155,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,female,35-54 years,0,11760,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,female,5-14 years,0,8408,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,female,55-74 years,0,4050,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,female,75+ years,0,1547,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,male,15-24 years,0,6416,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,male,25-34 years,0,6921,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,male,35-54 years,0,10604,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,male,5-14 years,0,7980,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,male,55-74 years,0,3527,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2002-01-01,male,75+ years,0,1024,0,10499,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,male,55-74 years,1,3594,27.82,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,female,15-24 years,0,7454,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,female,25-34 years,0,7831,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,female,35-54 years,0,12129,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,female,5-14 years,0,8423,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,female,55-74 years,0,4054,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,female,75+ years,0,1583,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,male,15-24 years,0,6730,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,male,25-34 years,0,6734,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,male,35-54 years,0,10997,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,male,5-14 years,0,8061,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2003-01-01,male,75+ years,0,1068,0,10878,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,male,55-74 years,1,3665,27.29,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,male,35-54 years,1,11406,8.77,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,female,15-24 years,0,7648,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,female,25-34 years,0,7531,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,female,35-54 years,0,12492,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,female,5-14 years,0,8488,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,female,55-74 years,0,4088,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,female,75+ years,0,1590,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,male,15-24 years,0,6968,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,male,25-34 years,0,6556,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,male,5-14 years,0,8196,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2004-01-01,male,75+ years,0,1094,0,11535,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,female,15-24 years,0,7780,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,female,25-34 years,0,7327,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,female,35-54 years,0,12835,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,female,5-14 years,0,8584,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,female,55-74 years,0,4157,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,female,75+ years,0,1575,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,male,15-24 years,0,7113,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,male,25-34 years,0,6444,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,male,35-54 years,0,11778,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,male,5-14 years,0,8358,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,male,55-74 years,0,3748,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2005-01-01,male,75+ years,0,1110,0,12649,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,female,15-24 years,0,7902,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,female,25-34 years,0,7098,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,female,35-54 years,0,13374,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,female,5-14 years,0,8571,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,female,55-74 years,0,4256,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,female,75+ years,0,1573,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,male,15-24 years,0,7239,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,male,25-34 years,0,6319,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,male,35-54 years,0,12202,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,male,5-14 years,0,8485,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,male,55-74 years,0,3847,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2006-01-01,male,75+ years,0,1107,0,14114,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,male,35-54 years,1,12530,7.98,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,female,15-24 years,0,8013,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,female,25-34 years,0,6962,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,female,35-54 years,0,13860,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,female,5-14 years,0,8555,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,female,55-74 years,0,4400,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,female,75+ years,0,1568,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,male,15-24 years,0,7330,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,male,25-34 years,0,6267,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,male,5-14 years,0,8564,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,male,55-74 years,0,3988,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2007-01-01,male,75+ years,0,1094,0,15775,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,female,15-24 years,0,8108,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,female,25-34 years,0,6910,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,female,35-54 years,0,14278,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,female,5-14 years,0,8537,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,female,55-74 years,0,4587,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,female,75+ years,0,1567,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,male,15-24 years,0,7404,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,male,25-34 years,0,6274,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,male,35-54 years,0,12782,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,male,5-14 years,0,8599,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,male,55-74 years,0,4158,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2008-01-01,male,75+ years,0,1069,0,16238,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,female,15-24 years,0,8199,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,female,25-34 years,0,6917,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,female,35-54 years,0,14629,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,female,5-14 years,0,8514,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,female,55-74 years,0,4793,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,female,75+ years,0,1571,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,male,15-24 years,0,7489,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,male,25-34 years,0,6325,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,male,35-54 years,0,12978,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,male,5-14 years,0,8599,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,male,55-74 years,0,4349,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2009-01-01,male,75+ years,0,1042,0,14335,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,female,15-24 years,0,8435,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,female,25-34 years,0,7215,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,female,35-54 years,0,15193,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,female,5-14 years,0,8401,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,female,55-74 years,0,5512,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,female,75+ years,0,1625,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,male,15-24 years,0,7893,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,male,25-34 years,0,6629,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,male,35-54 years,0,13280,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,male,5-14 years,0,8475,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,male,55-74 years,0,4994,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2012-01-01,male,75+ years,0,1051,0,13657,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,female,15-24 years,0,8494,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,female,25-34 years,0,7397,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,female,35-54 years,0,15236,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,female,5-14 years,0,8353,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,female,55-74 years,0,5787,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,female,75+ years,0,1652,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,male,15-24 years,0,8061,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,male,25-34 years,0,6782,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,male,35-54 years,0,13302,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,male,5-14 years,0,8405,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,male,55-74 years,0,5238,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2013-01-01,male,75+ years,0,1072,0,13287,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,female,15-24 years,0,8537,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,female,25-34 years,0,7578,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,female,35-54 years,0,15273,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,female,5-14 years,0,8296,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,female,55-74 years,0,6085,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,female,75+ years,0,1686,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,male,15-24 years,0,8208,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,male,25-34 years,0,6928,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,male,35-54 years,0,13325,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,male,5-14 years,0,8335,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,male,55-74 years,0,5503,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2014-01-01,male,75+ years,0,1083,0,14093,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,female,55-74 years,1,6403,15.62,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,female,15-24 years,0,8561,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,female,25-34 years,0,7740,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,female,35-54 years,0,15323,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,female,5-14 years,0,8239,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,female,75+ years,0,1724,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,male,15-24 years,0,8331,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,male,25-34 years,0,7059,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,male,35-54 years,0,13370,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,male,5-14 years,0,8268,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,male,55-74 years,0,5784,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2015-01-01,male,75+ years,0,1087,0,14853,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,male,5-14 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,male,15-24 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,male,25-34 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,male,35-54 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,male,55-74 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,male,75+ years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,female,5-14 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,female,15-24 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,female,25-34 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,female,35-54 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,female,55-74 years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Antigua and Barbuda,2017-01-01,female,75+ years,0,91119,0,15383.5764,17.11666667,-61.85,North America
Argentina,2001-01-01,male,75+ years,250,547473,45.66,7900,-34.58333333,-58.666667,South America
