Negara,Tahun,Jenis_Kelamin,Umur,Jumlah_Bunuhdiri,populasi,Bunuhdiri_per100kpop,GDP_perkapita_usd,Latitude,Longitude,Benua
Turkey,2019-01-01,female,75+ years,50,83481684,0.059893377,9121.515167,39.93333333,32.866667,Europe
Turkmenistan,2001-01-01,male,25-34 years,114,357442,31.89,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,male,35-54 years,135,440661,30.64,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,male,15-24 years,87,467132,18.62,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,male,75+ years,3,18881,15.89,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,male,55-74 years,22,145142,15.16,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,female,15-24 years,33,460455,7.17,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,female,25-34 years,22,354216,6.21,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,female,55-74 years,6,173382,3.46,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,female,35-54 years,14,488694,2.86,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,male,5-14 years,6,580096,1.03,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,female,5-14 years,3,567589,0.53,863,37.95,58.383333,Asia
Turkmenistan,2001-01-01,female,75+ years,0,42291,0,863,37.95,58.383333,Asia
Turkmenistan,2002-01-01,male,25-34 years,108,361831,29.85,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,male,35-54 years,105,455939,23.03,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,male,15-24 years,94,476311,19.74,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,male,55-74 years,21,144826,14.5,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,female,15-24 years,43,470946,9.13,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,female,25-34 years,19,359375,5.29,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,male,75+ years,1,20849,4.8,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,female,55-74 years,6,171868,3.49,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,female,75+ years,1,44533,2.25,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,female,35-54 years,8,504060,1.59,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,male,5-14 years,7,572796,1.22,1077,37.95,58.383333,Asia
Turkmenistan,2002-01-01,female,5-14 years,3,560358,0.54,1077,37.95,58.383333,Asia
Turkmenistan,2003-01-01,male,25-34 years,101,365893,27.6,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,male,35-54 years,97,469877,20.64,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,male,15-24 years,81,485360,16.69,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,male,75+ years,2,22656,8.83,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,female,15-24 years,38,481201,7.9,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,male,55-74 years,11,144973,7.59,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,female,75+ years,3,46460,6.46,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,female,25-34 years,21,364978,5.75,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,female,35-54 years,15,517334,2.9,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,female,55-74 years,3,171164,1.75,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,male,5-14 years,3,560043,0.54,1431,37.95,58.383333,Asia
Turkmenistan,2003-01-01,female,5-14 years,2,547801,0.37,1431,37.95,58.383333,Asia
Turkmenistan,2004-01-01,male,25-34 years,99,370496,26.72,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,male,35-54 years,102,483408,21.1,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,male,15-24 years,76,495486,15.34,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,male,75+ years,3,24068,12.46,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,male,55-74 years,13,146331,8.88,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,female,15-24 years,43,492159,8.74,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,female,75+ years,3,47891,6.26,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,female,25-34 years,22,371342,5.92,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,female,35-54 years,17,529987,3.21,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,female,55-74 years,4,172232,2.32,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,male,5-14 years,6,544831,1.1,1624,37.95,58.383333,Asia
Turkmenistan,2004-01-01,female,5-14 years,4,532769,0.75,1624,37.95,58.383333,Asia
Turkmenistan,2005-01-01,male,25-34 years,102,376109,27.12,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,male,35-54 years,124,497010,24.95,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,male,15-24 years,107,507129,21.1,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,male,55-74 years,28,149270,18.76,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,male,75+ years,4,24983,16.01,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,female,15-24 years,40,504111,7.93,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,female,25-34 years,26,378566,6.87,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,female,55-74 years,7,175542,3.99,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,female,35-54 years,17,542813,3.13,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,female,75+ years,1,48752,2.05,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,male,5-14 years,9,530120,1.7,1906,37.95,58.383333,Asia
Turkmenistan,2005-01-01,female,5-14 years,3,518125,0.58,1906,37.95,58.383333,Asia
Turkmenistan,2006-01-01,male,25-34 years,111,382190,29.04,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,male,35-54 years,132,508377,25.96,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,male,15-24 years,104,517620,20.09,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,male,75+ years,5,26310,19,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,male,55-74 years,28,152468,18.36,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,female,15-24 years,62,514281,12.06,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,female,35-54 years,23,553688,4.15,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,female,25-34 years,16,385454,4.15,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,female,75+ years,2,49893,4.01,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,female,55-74 years,7,180084,3.89,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,male,5-14 years,12,514454,2.33,2397,37.95,58.383333,Asia
Turkmenistan,2006-01-01,female,5-14 years,4,502831,0.8,2397,37.95,58.383333,Asia
Turkmenistan,2007-01-01,male,25-34 years,77,389981,19.74,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,male,35-54 years,92,520854,17.66,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,male,55-74 years,23,157465,14.61,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,male,15-24 years,67,530314,12.63,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,male,75+ years,2,27254,7.34,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,female,15-24 years,37,526222,7.03,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,female,25-34 years,18,393748,4.57,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,female,75+ years,2,50546,3.96,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,female,55-74 years,7,187318,3.74,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,female,35-54 years,17,565599,3.01,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,male,5-14 years,8,502373,1.59,2916,37.95,58.383333,Asia
Turkmenistan,2007-01-01,female,5-14 years,4,490983,0.81,2916,37.95,58.383333,Asia
Turkmenistan,2008-01-01,male,15-24 years,130,542946,23.94,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,male,25-34 years,94,399182,23.55,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,male,35-54 years,120,533999,22.47,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,female,15-24 years,64,537815,11.9,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,male,55-74 years,18,163900,10.98,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,male,75+ years,2,27996,7.14,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,female,25-34 years,26,403248,6.45,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,female,75+ years,2,50970,3.92,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,female,55-74 years,6,196586,3.05,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,female,35-54 years,10,578059,1.73,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,female,5-14 years,6,483074,1.24,4368,37.95,58.383333,Asia
Turkmenistan,2008-01-01,male,5-14 years,6,494360,1.21,4368,37.95,58.383333,Asia
Turkmenistan,2009-01-01,male,15-24 years,47,551843,8.52,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,male,75+ years,2,28728,6.96,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,male,25-34 years,28,409223,6.84,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,male,35-54 years,33,546900,6.03,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,male,55-74 years,7,171156,4.09,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,female,15-24 years,20,545660,3.67,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,female,25-34 years,14,413552,3.39,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,male,5-14 years,8,490138,1.63,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,female,35-54 years,3,590092,0.51,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,female,55-74 years,1,206817,0.48,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,female,5-14 years,2,478874,0.42,4508,37.95,58.383333,Asia
Turkmenistan,2009-01-01,female,75+ years,0,51484,0,4508,37.95,58.383333,Asia
Turkmenistan,2010-01-01,male,25-34 years,40,419805,9.53,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,male,15-24 years,42,554957,7.57,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,male,75+ years,2,29510,6.78,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,male,35-54 years,35,559144,6.26,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,male,55-74 years,10,178934,5.59,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,female,15-24 years,22,547882,4.02,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,female,25-34 years,9,424446,2.12,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,female,35-54 years,9,601270,1.5,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,female,5-14 years,5,477152,1.05,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,female,55-74 years,2,217434,0.92,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,male,5-14 years,2,488434,0.41,4962,37.95,58.383333,Asia
Turkmenistan,2010-01-01,female,75+ years,0,52217,0,4962,37.95,58.383333,Asia
Turkmenistan,2011-01-01,male,35-54 years,33,572095,5.77,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,male,15-24 years,27,554571,4.87,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,male,25-34 years,20,432553,4.62,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,male,55-74 years,8,186985,4.28,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,female,15-24 years,20,546522,3.66,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,male,75+ years,1,31435,3.18,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,female,55-74 years,5,228201,2.19,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,female,35-54 years,8,613486,1.3,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,female,25-34 years,5,437221,1.14,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,male,5-14 years,2,490065,0.41,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,female,5-14 years,1,478619,0.21,6319,37.95,58.383333,Asia
Turkmenistan,2011-01-01,female,75+ years,0,54342,0,6319,37.95,58.383333,Asia
Turkmenistan,2012-01-01,male,35-54 years,39,584037,6.68,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,male,15-24 years,35,547952,6.39,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,male,25-34 years,23,444997,5.17,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,female,15-24 years,18,539169,3.34,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,male,75+ years,1,33321,3,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,male,55-74 years,5,195269,2.56,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,female,25-34 years,9,449631,2,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,female,35-54 years,4,624535,0.64,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,female,5-14 years,2,481962,0.41,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,male,5-14 years,2,493572,0.41,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,female,55-74 years,0,239090,0,7498,37.95,58.383333,Asia
Turkmenistan,2012-01-01,female,75+ years,0,56523,0,7498,37.95,58.383333,Asia
Turkmenistan,2013-01-01,male,35-54 years,28,595499,4.7,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,male,25-34 years,21,457380,4.59,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,male,15-24 years,19,537146,3.54,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,female,15-24 years,16,527829,3.03,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,male,75+ years,1,34794,2.87,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,male,55-74 years,4,204156,1.96,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,female,25-34 years,8,461848,1.73,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,female,35-54 years,3,634920,0.47,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,female,55-74 years,1,250752,0.4,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,female,5-14 years,0,486814,0,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,female,75+ years,0,58313,0,8255,37.95,58.383333,Asia
Turkmenistan,2013-01-01,male,5-14 years,0,498604,0,8255,37.95,58.383333,Asia
Turkmenistan,2014-01-01,male,35-54 years,39,607630,6.42,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,male,25-34 years,23,470459,4.89,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,female,15-24 years,23,515853,4.46,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,male,15-24 years,20,525603,3.81,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,male,55-74 years,7,214266,3.27,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,female,25-34 years,14,474487,2.95,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,female,55-74 years,3,264297,1.14,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,female,35-54 years,4,645711,0.62,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,male,5-14 years,3,505170,0.59,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,female,5-14 years,0,493148,0,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,female,75+ years,0,59137,0,9046,37.95,58.383333,Asia
Turkmenistan,2014-01-01,male,75+ years,0,35466,0,9046,37.95,58.383333,Asia
Turkmenistan,2015-01-01,male,35-54 years,38,620958,6.12,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,male,15-24 years,31,515349,6.02,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,female,15-24 years,21,505233,4.16,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,male,55-74 years,7,225820,3.1,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,male,25-34 years,15,484397,3.1,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,female,25-34 years,11,487637,2.26,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,female,75+ years,1,58753,1.7,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,female,55-74 years,3,280211,1.07,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,female,35-54 years,5,657432,0.76,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,male,5-14 years,1,513926,0.19,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,female,5-14 years,0,501611,0,7326,37.95,58.383333,Asia
Turkmenistan,2015-01-01,male,75+ years,0,35187,0,7326,37.95,58.383333,Asia
Ukraine,2001-01-01,male,55-74 years,3001,3915328,76.65,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,male,35-54 years,4698,6650575,70.64,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,male,75+ years,467,669093,69.8,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,male,25-34 years,1633,3474267,47,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,male,15-24 years,1073,3754386,28.58,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,female,75+ years,387,1908369,20.28,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,female,55-74 years,775,5837138,13.28,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,female,35-54 years,649,7353384,8.83,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,female,25-34 years,218,3402526,6.41,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,female,15-24 years,147,3645803,4.03,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,male,5-14 years,67,3170134,2.11,812,50.43333333,30.516667,Europe
Ukraine,2001-01-01,female,5-14 years,16,3024966,0.53,812,50.43333333,30.516667,Europe
Ukraine,2002-01-01,male,75+ years,518,676228,76.6,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,male,55-74 years,2738,3911379,70,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,male,35-54 years,4398,6565032,66.99,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,male,25-34 years,1660,3300031,50.3,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,male,15-24 years,998,3782174,26.39,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,female,75+ years,364,1946556,18.7,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,female,55-74 years,759,5786181,13.12,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,female,35-54 years,673,7327153,9.19,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,female,25-34 years,218,3329776,6.55,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,female,15-24 years,142,3643296,3.9,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,male,5-14 years,55,2968238,1.85,920,50.43333333,30.516667,Europe
Ukraine,2002-01-01,female,5-14 years,13,2823973,0.46,920,50.43333333,30.516667,Europe
Ukraine,2003-01-01,male,75+ years,531,723626,73.38,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,male,55-74 years,2648,3837902,69,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,male,35-54 years,4312,6534189,65.99,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,male,25-34 years,1628,3316494,49.09,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,male,15-24 years,994,3808250,26.1,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,female,75+ years,381,2008320,18.97,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,female,55-74 years,738,5689228,12.97,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,female,35-54 years,669,7305670,9.16,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,female,25-34 years,214,3341089,6.41,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,female,15-24 years,131,3659937,3.58,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,male,5-14 years,50,2804341,1.78,1097,50.43333333,30.516667,Europe
Ukraine,2003-01-01,female,5-14 years,17,2668337,0.64,1097,50.43333333,30.516667,Europe
Ukraine,2004-01-01,male,75+ years,508,764031,66.49,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,male,35-54 years,4132,6464700,63.92,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,male,55-74 years,2260,3807447,59.36,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,male,25-34 years,1489,3342201,44.55,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,male,15-24 years,944,3810633,24.77,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,female,75+ years,373,2061225,18.1,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,female,55-74 years,603,5648458,10.68,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,female,35-54 years,585,7238033,8.08,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,female,25-34 years,183,3360017,5.45,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,female,15-24 years,109,3656474,2.98,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,male,5-14 years,58,2649047,2.19,1432,50.43333333,30.516667,Europe
Ukraine,2004-01-01,female,5-14 years,12,2520560,0.48,1432,50.43333333,30.516667,Europe
Ukraine,2005-01-01,male,75+ years,561,800543,70.08,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,male,35-54 years,3771,6387431,59.04,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,male,55-74 years,2151,3793291,56.71,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,male,25-34 years,1467,3369930,43.53,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,male,15-24 years,861,3784581,22.75,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,female,75+ years,342,2109628,16.21,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,female,55-74 years,576,5634590,10.22,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,female,35-54 years,515,7160448,7.19,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,female,25-34 years,182,3380536,5.38,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,female,15-24 years,139,3626595,3.83,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,male,5-14 years,49,2506950,1.95,1917,50.43333333,30.516667,Europe
Ukraine,2005-01-01,female,5-14 years,7,2384747,0.29,1917,50.43333333,30.516667,Europe
Ukraine,2006-01-01,male,75+ years,562,825192,68.11,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,male,35-54 years,3420,6336363,53.97,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,male,55-74 years,1993,3782567,52.69,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,male,25-34 years,1455,3390847,42.91,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,male,15-24 years,837,3739295,22.38,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,female,75+ years,333,2134223,15.6,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,female,55-74 years,563,5633228,9.99,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,female,35-54 years,540,7108424,7.6,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,female,25-34 years,170,3394295,5.01,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,female,15-24 years,98,3577436,2.74,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,male,5-14 years,33,2377451,1.39,2418,50.43333333,30.516667,Europe
Ukraine,2006-01-01,female,5-14 years,9,2260713,0.4,2418,50.43333333,30.516667,Europe
Ukraine,2007-01-01,male,75+ years,517,830015,62.29,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,male,35-54 years,3392,6292640,53.9,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,male,55-74 years,1922,3792721,50.68,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,male,25-34 years,1546,3414696,45.27,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,male,15-24 years,987,3673201,26.87,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,female,75+ years,325,2125683,15.29,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,female,55-74 years,483,5668759,8.52,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,female,35-54 years,500,7060722,7.08,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,female,25-34 years,181,3405078,5.32,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,female,15-24 years,129,3511720,3.67,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,male,5-14 years,39,2268187,1.72,3229,50.43333333,30.516667,Europe
Ukraine,2007-01-01,female,5-14 years,11,2155250,0.51,3229,50.43333333,30.516667,Europe
Ukraine,2008-01-01,male,75+ years,554,818086,67.72,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,male,55-74 years,1854,3810278,48.66,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,male,35-54 years,3027,6254054,48.4,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,male,25-34 years,1452,3466915,41.88,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,male,15-24 years,856,3561320,24.04,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,female,75+ years,347,2087152,16.63,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,female,55-74 years,483,5726858,8.43,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,female,35-54 years,528,7018040,7.52,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,female,25-34 years,182,3441323,5.29,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,female,15-24 years,118,3405168,3.47,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,male,5-14 years,36,2188808,1.64,4104,50.43333333,30.516667,Europe
Ukraine,2008-01-01,female,5-14 years,17,2078121,0.82,4104,50.43333333,30.516667,Europe
Ukraine,2009-01-01,male,75+ years,532,802009,66.33,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,male,35-54 years,3133,6221337,50.36,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,male,55-74 years,1882,3841612,48.99,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,male,25-34 years,1504,3534883,42.55,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,male,15-24 years,906,3418274,26.5,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,female,75+ years,313,2034703,15.38,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,female,55-74 years,556,5806966,9.57,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,female,35-54 years,502,6971143,7.2,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,female,25-34 years,186,3494937,5.32,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,female,15-24 years,148,3267238,4.53,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,male,5-14 years,34,2136975,1.59,2691,50.43333333,30.516667,Europe
Ukraine,2009-01-01,female,5-14 years,19,2027867,0.94,2691,50.43333333,30.516667,Europe
